description,established,id,name,organic,resource_url,website
"We'll set the scene: 1989. Belgium. Boy on bike. (OK, make that a young man of 32). As our aspiring young homebrewer rides his mountain bike with fat tires through European villages famous for beer, New Belgium Brewing Company was but a glimmer in his eye. Or basement. For Jeff Lebesch would return to Fort Collins with a handful of ingredients and an imagination full of recipes. And then there was beer. Jeff's first two basement-brewed creations? A brown dubbel with earthy undertones named Abbey and a remarkably well-balanced amber he named Fat Tire. To say the rest was history would be to overlook his wife's involvement. Kim Jordan was New Belgium's first bottler, sales rep, distributor, marketer and financial planner. And now, she's our CEO.",1989,Jt43j7,New Belgium Brewing,False,brewery,http://www.newbelgium.com/
"New Bohemia Brewing Co. (NuBo) was stablished in the Pleasure Point neighborhood of Santa Cruz in 2015. We offer a wide variety of beer styles, but specialize in craft lagers--both traditional and experimental in nature. We have a limited but wonderful food menu, as well as a great space to sit and savor a perfect beer.",2015,RslQi7,New Bohemia Brewing Co.,False,brewery,http://www.nubobrew.com/
"The New Boswell Brewing Company started business on St. Patrick's Day, 2010. The brewery, owned by Rodrick and Kiera Landess began as a project at the IU East Center for Entrepreneurship. While majoring in Fine Arts at IU East Rodrick took classes in the Business Department studying Entrepreneurship and participated in Students in Free Enterprise. After completing his degree, the project took on a life of its own, slowly inching its way towards becoming a reality. In 2010, with the help of a matching funds grant from the Eastern Indiana Regional Workforce Board and the GrowthStart Project, New Boswell Brewing Company was able to purchase the required equipment to begin operations and work towards becoming a functional brewery. After a couple of months of practice and creating procedures, New Boswell hosted their Grand Opening at the 4th Floor Blues Club.",2010,2tcnZ7,New Boswell Brewing Company,False,brewery,http://newboswell.com/
"Founded in early 2011 by the Meyer family, we're inspired to brew our locally hand-crafted beer by old-word German recipes. What goes in our beer is as much local wheat, local water and local passion as we can get our hands on. 

Our beers go right up to the edge of the style and take one defiant step over it. We make beer that tastes great and refreshes the soul. we don't care whether or not it 'fits the style'. 

Order a glass of NBBCo and experience something different",2011,YtsvRr,New Braunfels Brewing Company,False,brewery,http://www.nbbrewing.com/
"Buffalo, New York welcomed in the 20th century with the Pan American Exposition.  It was a time of amazing progress.  Electricity was cutting-edge technology, and the possibilities seemed endless.  Hard times lay ahead for the country and for Buffalo though; The Great War would rage and The Great Depression would last for nearly a decade before the United States would emerge from the second World War as the leader of the Free World.

What does any of that have to do with a startup craft-brewery?  The New Buffalo Brewing Co. shares the same passion for progress.  Buffalo produced over half a million barrels of brew in 1896, but by the end of the 1970's, production halted to almost zero. The United States is emerging from that low point as the world leader in brewing. Home brewing is continually growing, and new nano-breweries are popping up everywhere. Once again, The United States is leading the way by taking brewing forward into the next golden age.

So raise your glass in a toast to progress; It’s time to bring brewing back to Buffalo!",2012,mq9W2O,New Buffalo Brewing Company,False,brewery,http://www.newbuffalobrewing.com/
,,wCmrsY,New Century Brewing Company,False,brewery,
"As Muncie's local brewery, we hand-craft fresh beer for some of the most passionate, knowledgeable and discerning craft-beer drinkers anywhere. We are proud to be part of such a rich, local tradition, and our mission is to supply locally-brewed, unique beers to some of the best taverns and pubs in the state (or Midwest).

Just as enjoying great beers is done best in community, responsibly with friends, we also believe that brewing that beer should be done in relationship with you, our customer. Drop us a note to let us know what you think about New Corner beers, ask a question, arrange a brewery tour, or tell us what you'd like to see brewed next!

We're always happy to meet our customers, and if you come by the brewery, you can also purchase a 64oz growler!",,EIgGUz,New Corner Brewing Company,False,brewery,http://newcornerbrewing.com/
,,Pee34A,New Day Meadery,False,brewery,http://www.newdaycraft.com
,2015,ScntG6,New District Brewery,False,brewery,
,,OUMuGf,New Empire Brewing Co,False,brewery,
"New England Brewing Co was conceived in early 2012 and brews beer for the New England North West region of NSW.

We love country NSW, but there was an issue. No real beer. No regional beer. Just beer from the cities. So we’ve changed this.

We self-distribute our beers to the region’s best pubs, clubs and bottle shops (in a slow old truck). If our beers aren’t at your local, complain!",2012,ojHILP,New England Brewing Co,False,brewery,http://www.newenglandbrewing.com.au/
"New England Brewing Co. is a microbrewery based in Woodbridge, CT that crafts a handful of savory brews including Atlantic Amber, Elm
City Lager, and Sea Hag IPA.

Owner and brewer Rob Leonard started making beer in his kitchen. Like many home brewers he eventually grew in knowledge and recipes and wanted to make more and different beers.

He landed that home brewers dream job at New Haven Brewing in 1992 cleaning kegs and packing cases. But his obvious passion for the brewing craft led him to the title assistant brewer and eventually head brewer in short three years. At that time he joined forces with former NHB colleague Blair Potts to run Quality Assured Brewing, a consulting service for microbreweries throughout the North East. 1996 saw Rob as the Brew Master for both the Manchester and Westport, CT locations in The John Harvard’s Brew House chain. While there, Rob won a gold medal at the Great American Beer Festival in the German Altbier category. Southern Connecticut, especially Norwalk, took a liking to Rob and that was where he became the brewmaster and operations manager for New England Brewing. He learned the sales end of beer and when the owners wanted to get out of the brewery business, Rob immediately took the opportunity to acquire the name of the company and re-locate the whole business just down the street from the kitchen where he first started making beer.",2001,rAHla4,New England Brewing Company,False,brewery,http://newenglandbrewing.com/
"New English Brewing Company - Traditional New English Style, Authentic West Coast Character",2007,mAe67E,New English Brewing,False,brewery,http://www.newenglishbrewing.com/
"Welcome to our quaint little brewery nestled on the outskirts of New Glarus, Wisconsin. The brewery is run by an enthusiastic couple, Daniel & Deb Carey, who have successfully combined business management and brewing professionalism. Our philosophy is based on individuality, cooperation and the employment of 100% natural ingredients to produce world -class, handcrafted beers for our friends in Wisconsin. Cheers!",1993,YWVg1z,New Glarus Brewing Company,False,brewery,http://www.newglarusbrewing.com/
